Crash Number,City Town Name,Crash Date,Crash Severity,Crash Status,Crash Time,Crash Year,Max Injury Severity Reported,Number of Vehicles,Police Agency Type,State Police Troop,Age of Driver - Youngest Known,Age of Driver - Oldest Known,Age of Vulnerable User - Youngest Known,Age of Vulnerable User - Oldest Known,Crash Hour,Driver Contributing Circumstances (All Drivers),Driver Distracted By (All Vehicles),First Harmful Event,Is Geocoded,Light Conditions,Manner of Collision,MassDOT District,Vulnerable User Action (All Persons),Vulnerable User Location (All Persons),Vulnerable User Type (All Persons),RMV Document Numbers,Road Surface Condition,Roadway Junction Type,RPA Abbreviation,Total Fatalities,Total Non-Fatal Injuries,Traffic Control Device Type,Trafficway Description,Vehicle Actions Prior to Crash (All Vehicles),Vehicle Configuration (All Vehicles),Vehicle Emergency Use (All Vehicles),Vehicle Towed From Scene (All Vehicles),Vehicle Travel Directions (All Vehicles),Weather Conditions,County Name,Crash Report IDs,FMCSA Reportable (All Vehicles),FMCSA Reportable (Crash),First Harmful Event Location,Geocoding Method,Hit and Run,Locality,Most Harmful Event (All Vehicles),Road Contributing Circumstance,School Bus Related,Speed Limit,Traffic Control Device Function,Vehicle Sequence of Events (All Vehicles),Work Zone Related,Vulnerable User Sequence of Events (All Persons),Vulnerable User Distracted By (All Persons),Vulnerable User Traffic Control Type (All persons),Vulnerable User Origin Destination (All Persons),Vulnerable User Contributing Circumstances (All Persons),Vulnerable User Alcohol Suspected Type (All Persons),Vulnerable User Drug Suspected Type (All Persons),X,Y,Latitude,Longitude,Street Number,Roadway,Near Intersection Roadway,Distance and Direction From Intersection,Milemarker,Milemarker Route,Distance and Direction From Milemarker,Exit Number,Exit Route,Distance and Direction From Exit,Landmark,Distance and Direction From Landmark,AADT-linked RD,AADT Year-linked RD,Peak % Single Unit Trucks-linked RD,Single-Unit Truck and Bus AADT-linked RD,Peak % Combo Trucks-linked RD,Combination Truck AADT-linked RD,Curb-linked RD-linked RD,Jurisdiction-linked RD,Truck Route-linked RD,Left Sidewalk Width-linked RD,Right Sidewalk Width-linked RD,Left Shoulder Width-linked RD,Left Shoulder Type-linked RD,Surface Width-linked RD,Surface Type-linked RD,Right Shoulder Width-linked RD,Right Shoulder Type-linked RD,Number of Travel Lanes-linked RD,Number of Opposing Travel Lanes-linked RD,Median Width-linked RD,Median Type-linked RD,Urban Type-linked RD,Functional Classification-linked RD,Urbanized Area-linked RD,Federal Aid Route Number-linked RD,Facility Type-linked RD,Street Operation-linked RD,Access Control-linked RD,Number of Peak Hour Lanes-linked RD,Speed Limit-linked RD,Street Name-linked RD,From Street Name-linked RD,To Street Name-linked RD,City-linked RD-linked RD,Structural Condition-linked RD,Terrain-linked RD,Urban Location Type-linked RD,AADT Derivation-linked RD,AADT Station Number-linked RD,Opposing Direction Speed Limit-linked RD,Undivided Left Shoulder Type-linked RD,Undivided Left Shoulder Width-linked RD,Truck Exclusion Type-linked RD,Truck Exclusion Time-linked RD,Federal Functional Classification-linked RD
"5151698","TYNGSBOROUGH","08/06/2022","Non-fatal injury","Open","7:59 AM","2022","Suspected Minor Injury (B)","2","Local police","","25-34","45-54","","","07:00AM to 07:59AM","D1: (No improper driving)  / D2: (Unknown) ","","Collision with motor vehicle in traffic","Yes","Daylight","Sideswipe, opposite direction","4","","",""," PW202226300136","Dry","Not at junction","NMCOG","0","1","No controls","Two-way, not divided","V1: Travelling straight ahead / V2: Travelling straight ahead","V1:(Passenger car) / V2:(Passenger car)","V1:(No) / V2:(No)","V1:(Yes, vehicle or trailer disabled) / V2:(Yes, vehicle or trailer disabled)","V1: E  / V2: W","Clear","MIDDLESEX"," 22-153-AC","","","Roadway","At Address","No hit and run","","V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic)","None","No, school bus not involved","25","Not reported"," V1:(Collision with motor vehicle in traffic),(Collision with curb) V2:(Collision with motor vehicle in traffic)","No","","","","","","","","205742.03952723","936497.96995185","42.67904593","-71.42994440","77"," KENDALL RD","","","","","","","","","","","10388","2018","0.477","509","0.068","63","Right side only","City or Town accepted road","","0","4","0","No Shoulder","24","Bituminous concrete road","0","No Shoulder","2","0","0","None","Large Urbanized Area","Urban minor arterial or rural major collector","Boston (MA-NH-RI)","","Mainline roadway","Two-way traffic","No Access Control","","25","KENDALL ROAD","PAWTUCKET BOULEVARD","","TYNGSBOROUGH","Fair","Level Terrain","","Derived from count data that is three or more years old","","25","0","0","","","Minor Arterial"
"5151699","TYNGSBOROUGH","08/27/2022","Property damage only (none injured)","Open","2:28 PM","2022","No Apparent Injury (O)","2","Local police","","16-17","35-44","","","02:00PM to 02:59PM","D1: (No improper driving)  / D2: (Inattention) ","D1: Not Distracted / D2: Not Distracted","Collision with motor vehicle in traffic","Yes","Daylight","Rear-end","4","","",""," PW202226300137","Dry","Off-ramp","NMCOG","0","0","Traffic control signal","Two-way, divided, unprotected median","V1: Slowing or stopped in traffic / V2: Slowing or stopped in traffic","V1:(Passenger car) / V2:(Passenger car)","V1:(No) / V2:(No)","V1:(No) / V2:(No)","V1: E  / V2: E","Clear","MIDDLESEX"," 22-167-AC","","","Roadway","At Intersection","No hit and run","","V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic)","None","No, school bus not involved","25","Yes, device functioning"," V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic)","No","","","","","","","","205891.17690000","934262.74760000","42.65892328","-71.42814783",""," WESTFORD RD / ROUTE 3 S","","","","","","","","","","","13880","2018","0.477","681","0.068","84","None","Massachusetts Department of Transportation","","0","0","0","No Shoulder","24","Surface-treated road","12","Hardened bituminous mix or penetration","2","0","0","None","Large Urbanized Area","Urban minor arterial or rural major collector","Boston (MA-NH-RI)","","Mainline roadway","Two-way traffic","No Access Control","","99","WESTFORD ROAD","WESTFORD TOWN LINE","MIDDLESEX ROAD","TYNGSBOROUGH","Fair","Level Terrain","","Derived from count data that is three or more years old","","99","0","0","","","Minor Arterial"
"5151700","TYNGSBOROUGH","09/02/2022","Property damage only (none injured)","Open","2:42 PM","2022","No Apparent Injury (O)","2","Local police","","21-24","65-74","","","02:00PM to 02:59PM","D1: (No improper driving)  / D2: (Followed too closely),(Inattention) ","D1: Not Distracted","Collision with motor vehicle in traffic","Yes","Daylight","Rear-end","4","","",""," PW202226300138","Dry","Off-ramp","NMCOG","0","0","Stop signs","Two-way, divided, unprotected median","V1: Slowing or stopped in traffic / V2: Travelling straight ahead","V1:(Passenger car) / V2:(Passenger car)","V1:(No) / V2:(No)","V1:(No) / V2:(No)","V1: E  / V2: E","Clear","MIDDLESEX"," 22-173-AC","","","Roadway","At Intersection","No hit and run","","V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic)","None","No, school bus not involved","25","Yes, device functioning"," V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic)","No","","","","","","","","205891.17690000","934262.74760000","42.65892328","-71.42814783",""," RT 3 NO. N / WESTFORD RD","","","","","","","","","","","101047","2018","0.212","3432","0.356","3328","None","Massachusetts Department of Transportation","","0","0","10","Hardened bituminous mix or penetration","36","Bituminous concrete road","10","Hardened bituminous mix or penetration","3","3","54","Depressed Median","Large Urbanized Area","Rural or urban principal arterial","Boston (MA-NH-RI)","","Mainline roadway","Two-way traffic","Full Access Control","3","55","ROUTE 3","","NEW HAMPSHIRE STATE LINE","TYNGSBOROUGH","Good","Level Terrain","","Derived from count data that is three or more years old","","0","0","0","","","Principal Arterial - Other Freeways or Expressways"
"5151701","TYNGSBOROUGH","08/27/2022","Non-fatal injury","Open","8:41 PM","2022","Suspected Minor Injury (B)","1","Local police","","16-17","16-17","","","08:00PM to 08:59PM","D1: (Swerving or avoiding due to wind, slippery surface, vehicle, object, vulnerable user in roadway),(Exceeded authorized speed limit) ","D1: Not Distracted","Overturn/rollover","Yes","Dark - roadway not lighted","Single vehicle crash","4","","",""," PW202226300139","Dry","Not at junction","NMCOG","0","1","No controls","Two-way, not divided","V1: Travelling straight ahead","V1:(Passenger car)","V1:(No)","V1:(Yes, vehicle or trailer disabled)","V1: W","Clear","MIDDLESEX"," 22-168-AC","","","Roadside","At Address","No hit and run","","V1:(Overturn/rollover)","None","No, school bus not involved","30","Not reported"," V1:(Collision with curb),(Collision with mail box),(Ran off road right),(Overturn/rollover)","No","","","","","","","","205374.14602256","933334.85621205","42.65057409","-71.43446252","8"," OLD STONEHILL RD","","","","","","","","","","","1154","","","","","","Both sides","City or Town accepted road","","0","0","0","No Shoulder","29","Bituminous concrete road","0","No Shoulder","2","0","0","None","Large Urbanized Area","Local","Boston (MA-NH-RI)","","Mainline roadway","Two-way traffic","No Access Control","","30","OLD STONEHILL ROAD","SWAN ROAD ","JOCO DRIVE ","TYNGSBOROUGH","Fair","Rolling Terrain","","","","","0","0","","","Local"
"5151702","TYNGSBOROUGH","08/28/2022","Property damage only (none injured)","Open","4:38 PM","2022","No Apparent Injury (O)","2","Local police","","35-44","55-64","","","04:00PM to 04:59PM","D1: (No improper driving)  / D2: (Inattention) ","D1: Not Distracted","Collision with motor vehicle in traffic","Yes","Daylight","Rear-end","4","","",""," PW202226300140","Dry","T-intersection","NMCOG","0","0","No controls","Two-way, not divided","V1: Travelling straight ahead / V2: Entering traffic lane","V1:(Passenger car) / V2:(Passenger car)","V1:(No) / V2:(No)","V1:(No) / V2:(No)","V1: S  / V2: S","Clear","MIDDLESEX"," 22-169-AC","","","Roadway","At Address","No hit and run","","V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic)","None","No, school bus not involved","45","Not reported"," V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic)","No","","","","","","","","205160.46254365","938280.38912060","42.69509530","-71.43702385","413"," MIDDLESEX RD","","","","","","","","","","","20977","2018","0.477","1028","0.068","126","None","Massachusetts Department of Transportation","","0","0","0","No Shoulder","46","Bituminous concrete road","12","Hardened bituminous mix or penetration","4","0","0","None","Large Urbanized Area","Urban minor arterial or rural major collector","Boston (MA-NH-RI)","","Mainline roadway","Two-way traffic","No Access Control","2","35","MIDDLESEX ROAD","NEW HAMPSHIRE STATE LINE","CHELMSFORD TOWN LINE","TYNGSBOROUGH","Fair","Level Terrain","","MassDOT Highway Special Count","","99","0","0","","","Minor Arterial"
"5151703","TYNGSBOROUGH","08/13/2022","Property damage only (none injured)","Open","4:40 PM","2022","No Apparent Injury (O)","2","Local police","","16-17","16-17","","","04:00PM to 04:59PM","D1: (No improper driving)  / D2: (No improper driving) ","D1: Not Distracted / D2: Not Distracted","Collision with motor vehicle in traffic","Yes","Daylight","Angle","4","","",""," PW202226300141","Dry","T-intersection","NMCOG","0","0","Stop signs","Two-way, not divided","V1: Turning left / V2: Travelling straight ahead","V1:(Passenger car) / V2:(Passenger car)","V1:(No) / V2:(No)","V1:(No) / V2:(No)","V1: E  / V2: E","Clear","MIDDLESEX"," 22-157-AC","","","Roadway","At Intersection","No hit and run","","V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic)","None","No, school bus not involved","35","Yes, device functioning"," V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic)","No","","","","","","","","206204.90630000","936190.50010000","42.67627452","-71.42430054",""," KENDALL ROAD / WINSLOW DRIVE","","","","","","","","","","","10627","2018","0.477","522","0.068","64","None","City or Town accepted road","","0","4","0","No Shoulder","24","Bituminous concrete road","0","No Shoulder","2","0","0","None","Large Urbanized Area","Urban minor arterial or rural major collector","Boston (MA-NH-RI)","","Mainline roadway","Two-way traffic","No Access Control","","25","KENDALL ROAD","PAWTUCKET BOULEVARD","","TYNGSBOROUGH","Fair","Level Terrain","","Derived from count data that is three or more years old","","25","0","0","","","Minor Arterial"
"5154401","TYNGSBOROUGH","09/19/2022","Property damage only (none injured)","Open","7:46 PM","2022","No Apparent Injury (O)","2","Local police","","18-20","21-24","","","07:00PM to 07:59PM","D1: (No improper driving)  / D2: (Failed to yield right of way) ","","Collision with motor vehicle in traffic","Yes","Dark - lighted roadway","Angle","4","","",""," PW202227000143","Wet","T-intersection","NMCOG","0","0","Traffic control signal","Two-way, not divided","V1: Travelling straight ahead / V2: Turning left","V1:(Passenger car) / V2:(Passenger car)","V1:(No) / V2:(No)","V1:(No) / V2:(Yes, vehicle or trailer disabled)","V1: S  / V2: W","Rain","MIDDLESEX"," 22-182-AC","","","Roadway","At Intersection","No hit and run","","V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic)","Road surface condition (wet, icy, snow, slush, etc.)","No, school bus not involved","35","Yes, device functioning"," V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic)","No","","","","","","","","206520.21830000","935642.18720000","42.67133602","-71.42045999",""," MIDDLESEX RD / WESTFORD RD","","","","","","","","","","","22469","2018","0.412","1063","0.07","137","None","Massachusetts Department of Transportation","","0","0","0","No Shoulder","24","Bituminous concrete road","2","Hardened bituminous mix or penetration","2","0","0","None","Large Urbanized Area","Urban minor arterial or rural major collector","Boston (MA-NH-RI)","","Mainline roadway","Two-way traffic","No Access Control","2","45","MIDDLESEX ROAD","NEW HAMPSHIRE STATE LINE","CHELMSFORD TOWN LINE","TYNGSBOROUGH","Fair","Level Terrain","","MassDOT Highway Special Count","","45","Surfaced shoulder exists – Portland Cement Concrete surface (PCC","2","","","Minor Arterial"
"5154402","TYNGSBOROUGH","09/16/2022","Non-fatal injury","Open","12:10 AM","2022","Suspected Minor Injury (B)","1","Local police","","55-64","55-64","","","12:00AM to 12:59AM","D1: (Unknown) ","","Collision with tree","Yes","Dark - lighted roadway","Single vehicle crash","4","","",""," PW202227000144","Dry","T-intersection","NMCOG","0","1","No controls","Two-way, not divided","V1: Travelling straight ahead","V1:(Passenger car)","V1:(No)","V1:(Yes, vehicle or trailer disabled)","V1: N","Clear","MIDDLESEX"," 22-178-AC","","","Outside roadway","At Intersection","No hit and run","","V1:(Collision with tree)","None","No, school bus not involved","30","Not reported"," V1:(Collision with tree)","No","","","","","","","","204083.70320000","935422.43820000","42.66937447","-71.45018455",""," DUNSTABLE ROAD / DUNSTABLE ROAD / CUMMINGS ROAD","","","","","","","","","","","4043","2018","0.219","102","0.261","30","None","City or Town accepted road","","0","0","0","No Shoulder","20","Surface-treated road","0","No Shoulder","2","0","0","None","Large Urbanized Area","Urban minor arterial or rural major collector","Boston (MA-NH-RI)","","Mainline roadway","Two-way traffic","No Access Control","1","35","DUNSTABLE ROAD","DUNSTABLE TOWN LINE","WESTFORD TOWN LINE","TYNGSBOROUGH","Deficient","Level Terrain","","MassDOT Highway Special Count","","35","0","0","","","Minor Arterial"
"5154403","TYNGSBOROUGH","09/14/2022","Non-fatal injury","Open","4:07 PM","2022","Suspected Minor Injury (B)","2","Local police","","45-54","75-84","","","04:00PM to 04:59PM","D1: (No improper driving)  / D2: (Inattention) ","D1: Not Distracted","Collision with motor vehicle in traffic","Yes","Daylight","Rear-end","4","","",""," PW202227000145","Dry","T-intersection","NMCOG","0","2","No controls","Two-way, not divided","V1: Slowing or stopped in traffic / V2: Travelling straight ahead","V1:(Passenger car) / V2:(Passenger car)","V1:(No) / V2:(No)","V1:(No) / V2:(Yes, vehicle or trailer disabled)","V1: E  / V2: E","Clear","MIDDLESEX"," 22-177-AC","","","Roadway","At Intersection","No hit and run","","V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic)","None","No, school bus not involved","35","Not reported"," V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic)","No","","","","","","","","206049.06230000","934495.93730000","42.66102125","-71.42621971",""," WESTFORD RD / INDUSTRIAL WAY","","","","","","","","","","","13032","2018","0.477","638","0.068","78","None","City or Town accepted road","","0","0","0","No Shoulder","24","Surface-treated road","12","Hardened bituminous mix or penetration","2","0","0","None","Large Urbanized Area","Urban minor arterial or rural major collector","Boston (MA-NH-RI)","","Mainline roadway","Two-way traffic","No Access Control","","99","WESTFORD ROAD","WESTFORD TOWN LINE","MIDDLESEX ROAD","TYNGSBOROUGH","Fair","Level Terrain","","MassDOT Highway Special Count","","99","0","0","","","Minor Arterial"
"5154404","TYNGSBOROUGH","09/18/2022","Non-fatal injury","Open","7:24 AM","2022","Suspected Minor Injury (B)","1","Local police","","35-44","35-44","","","07:00AM to 07:59AM","D1: (Unknown) ","","Collision with utility pole","Yes","Daylight","Single vehicle crash","4","","",""," PW202227000501","Dry","Not at junction","NMCOG","0","2","No controls","Two-way, divided, unprotected median","V1: Travelling straight ahead","V1:(Passenger car)","V1:(No)","V1:(Yes, vehicle or trailer disabled)","V1: W","Clear","MIDDLESEX"," 22-180-AC","","","Roadside","At Address","No hit and run","","V1:(Collision with utility pole)","None","No, school bus not involved","35","Not reported"," V1:(Collision with utility pole),(Collision with fence)","No","","","","","","","","204270.36859200","935146.31779978","42.66688782","-71.44790955","505"," DUNSTABLE RD","","","","","","","","","","","4043","2018","0.219","102","0.261","30","None","City or Town accepted road","","0","0","0","No Shoulder","20","Surface-treated road","0","No Shoulder","2","0","0","None","Large Urbanized Area","Urban minor arterial or rural major collector","Boston (MA-NH-RI)","","Mainline roadway","Two-way traffic","No Access Control","1","35","DUNSTABLE ROAD","DUNSTABLE TOWN LINE","WESTFORD TOWN LINE","TYNGSBOROUGH","Deficient","Level Terrain","","MassDOT Highway Special Count","","35","0","0","","","Minor Arterial"
"5154461","TYNGSBOROUGH","09/16/2022","Property damage only (none injured)","Open","7:01 AM","2022","No Apparent Injury (O)","2","Local police","","16-17","25-34","","","07:00AM to 07:59AM","D1: (No improper driving)  / D2: (Followed too closely) ","D1: Not Distracted / D2: Not Distracted","Collision with motor vehicle in traffic","Yes","Daylight","Rear-end","4","","",""," PW202227000402","Dry","T-intersection","NMCOG","0","0","No controls","Two-way, not divided","V1: Travelling straight ahead / V2: Travelling straight ahead","V1:(Passenger car) / V2:(Passenger car)","V1:(No) / V2:(No)","V1:(No) / V2:(No)","V1: E  / V2: E","Clear","MIDDLESEX"," 22-179-AC","","","Roadway","At Address","No hit and run","","V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic)","None","No, school bus not involved","20","Not reported"," V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic)","No","","","","","","","","204875.57213630","933293.02420769","42.65020080","-71.44054296","205"," WESTFORD RD","","","","","","","","","","","1154","","","","","","None","City or Town accepted road","","0","0","0","No Shoulder","18","Surface-treated road","2","Stable - Unruttable compacted subgrade","2","0","0","None","Large Urbanized Area","Local","Boston (MA-NH-RI)","","Mainline roadway","Two-way traffic","No Access Control","","","WESTFORD ROAD","WESTFORD TOWN LINE","MIDDLESEX ROAD","TYNGSBOROUGH","Fair","Level Terrain","","","","","0","0","","","Local"
"5154462","TYNGSBOROUGH","09/18/2022","Property damage only (none injured)","Open","6:13 PM","2022","No Apparent Injury (O)","1","Local police","","35-44","35-44","","","06:00PM to 06:59PM","D1: (Failure to keep in proper lane or running off road) ","","Collision with utility pole","Yes","Dusk","Single vehicle crash","4","","",""," PW202227000403","Wet","Not at junction","NMCOG","0","0","No controls","Two-way, not divided","V1: Travelling straight ahead","V1:(Passenger car)","V1:(No)","V1:(Yes, vehicle or trailer disabled)","V1: W","Cloudy/Rain","MIDDLESEX"," 22-181-AC","","","Roadside","At Address","No hit and run","","V1:(Collision with utility pole)","Road surface condition (wet, icy, snow, slush, etc.)","No, school bus not involved","30","Not reported"," V1:(Collision with utility pole),(Collision with other fixed object(wall, building, tunnel, etc.))","No","","","","","","","","201714.18960130","931911.59513137","42.63777844","-71.47909978","23"," GROTON RD","","","","","","","","","","","1154","","","","","","None","City or Town accepted road","","0","0","0","No Shoulder","16","Surface-treated road","2","Stable - Unruttable compacted subgrade","2","0","0","None","Large Urbanized Area","Local","Boston (MA-NH-RI)","","Mainline roadway","Two-way traffic","No Access Control","","","GROTON ROAD","GROTON TOWN LINE","SCRIBNER ROAD","TYNGSBOROUGH","Deficient","Rolling Terrain","","","","","0","0","","","Local"
